ApsimVersion = 7.7
Title = 9b) Bambaroo 1995-96 Q124 P Supplementary Irrigated
                                       SimulationName       ZoneName    Clock.Today           site         season          treat           year            day            das    crop_status      ratoon_no           samp     fertiliser     irrigation           rain         canefw        cane_wt     sucrose_wt         scmstf            ccs          scmst        biomass  green_biomass        leaf_wt     cabbage_wt       trash_wt            lai    swdef_photo    nfact_photo      biomass_n green_biomass_n         cane_N         leaf_N          cab_N        trash_N    n_conc_cane    n_conc_leaf     n_conc_cab       cane_dmc         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)    flow_no3(6)      no3ppm(1)      no3ppm(2)      no3ppm(3)      no3ppm(4)      no3ppm(5)      no3ppm(6)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)      nh4ppm(1)      nh4ppm(2)      nh4ppm(3)      nh4ppm(4)      nh4ppm(5)      nh4ppm(6)         leaves   green_leaves    dead_leaves     root_depth    rootgreenwt     stage_code         dlt_dm   dlt_dm_green   partition_xs dlt_dm_detached_root dlt_dm_detached_leaf dlt_dm_detached_cab
                                                   ()             ()   (dd/mm/yyyy)             ()             ()             ()         (year)          (day)         (days)             ()             ()             ()        (kg/ha)           (mm)           (mm)         (t/ha)        (g/m^2)        (g/m^2)          (g/g)            (%)          (g/g)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)      (m^2/m^2)             ()             ()        (g/m^2)         (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             ()        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)        (mg/kg)             ()             ()             ()           (mm)        (g/m^2)             ()        (g/m^2)        (g/m^2)        (g/m^2)              (g/m^2)              (g/m^2)             (g/m^2)
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     02/11/1995       bambaroo        1995-96          2.000           1995            306            120          alive              0          0.000            0.0          0.000          0.000         -0.000          -0.00           0.00          0.000          0.000          0.000           6.99           6.99           4.32           2.67           1.33          0.043          1.000          1.000           0.07            0.07           0.00           0.06           0.01           0.01          -0.40           0.01           0.01          0.053           65.4           28.4           14.3            9.3            7.3           12.9            0.0         50.310         10.912          3.673          2.374          1.872          1.657            0.2            0.2            0.1            0.0            0.0            0.0          0.174          0.067          0.019          0.013          0.009          0.004          4.956          4.956          0.000       1120.000         664.75          3.000           0.62           0.74          -0.00                 1.33                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     03/11/1995       bambaroo        1995-96          2.000           1995            307            121          alive              0          0.000            0.0          0.000          0.000         -0.000          -0.00           0.00          0.000          0.000          0.000           7.70           7.70           4.77           2.93           1.33          0.048          1.000          1.000           0.08            0.08           0.00           0.06           0.02           0.01          -0.02           0.01           0.01          0.245           65.6           28.4           14.3            9.3            7.3           12.9            0.0         50.424         10.921          3.679          2.378          1.875          1.659            0.2            0.2            0.1            0.0            0.0            0.0          0.156          0.067          0.018          0.012          0.009          0.004          5.148          5.148          0.000       1130.000         663.57          3.000           0.71           0.85          -0.00                 1.33                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     04/11/1995       bambaroo        1995-96          2.000           1995            308            122          alive              0          0.000            0.0          0.000          0.000         -0.000          -0.00           0.00          0.000          0.000          0.000           8.54           8.54           5.29           3.24           1.33          0.054          1.000          1.000           0.09            0.09           0.00           0.07           0.02           0.01          -0.03           0.01           0.01          0.225           65.7           28.4           14.4            9.3            7.3           13.0            0.0         50.530         10.929          3.685          2.382          1.878          1.661            0.2            0.2            0.1            0.0            0.0            0.0          0.140          0.066          0.018          0.012          0.009          0.004          5.338          5.338          0.000       1140.000         662.41          3.000           0.84           1.00           0.00                 1.33                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     05/11/1995       bambaroo        1995-96          2.000           1995            309            123          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000           9.44           9.44           5.86           3.58           1.32          0.061          1.000          1.000           0.09            0.09           0.00           0.08           0.02           0.01           0.03           0.01           0.01          0.425           65.8           28.4           14.4            9.3            7.3           13.0            0.0         50.628         10.937          3.690          2.386          1.881          1.662            0.2            0.2            0.1            0.0            0.0            0.0          0.126          0.065          0.018          0.012          0.009          0.004          5.531          5.531          0.000       1150.000         661.26          3.000           0.91           1.09           0.00                 1.33                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     06/11/1995       bambaroo        1995-96          2.000           1995            310            124          alive              0          0.000            0.0          0.000          0.000         -0.000           0.00           0.00          0.000          0.000          0.000          10.20          10.20           6.34           3.86           1.32          0.066          1.000          1.000           0.10            0.10           0.00           0.08           0.02           0.01           0.11           0.01           0.01         -0.939           65.9           28.5           14.4            9.3            7.3           13.0            0.0         50.722         10.945          3.695          2.390          1.884          1.664            0.1            0.2            0.1            0.0            0.0            0.0          0.114          0.064          0.017          0.012          0.009          0.004          5.745          5.745          0.000       1160.000         660.09          3.000           0.76           0.91          -0.00                 1.32                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     07/11/1995       bambaroo        1995-96          2.000           1995            311            125          alive              0          0.000            0.0          0.000         25.000         -0.000           0.00           0.00          0.000          0.000          0.000          11.17          11.17           6.96           4.22           1.32          0.073          1.000          1.000           0.11            0.11           0.00           0.09           0.02           0.01           0.13           0.01           0.01         -0.551           54.1           38.7           15.7            9.4            7.4           13.0            0.0         41.606         14.875          4.018          2.420          1.887          1.666            0.2            0.2            0.1            0.0            0.0            0.0          0.134          0.077          0.017          0.012          0.009          0.004          5.962          5.962          0.000       1170.000         658.97          3.000           0.97           1.17          -0.00                 1.32                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     08/11/1995       bambaroo        1995-96          2.000           1995            312            126          alive              0          0.000            0.0          0.000          5.500          0.000           0.00           0.00          0.000          0.000          0.000          12.16          12.16           7.58           4.59           1.32          0.081          1.000          1.000           0.12            0.12           0.00           0.10           0.02           0.01           0.02           0.01           0.01          0.422           53.3           38.5           16.3            9.6            7.4           13.0            0.0         40.987         14.814          4.185          2.460          1.891          1.668            0.2            0.2            0.1            0.0            0.0            0.0          0.146          0.084          0.016          0.011          0.009          0.004          6.173          6.173          0.000       1180.000         657.85          3.000           0.99           1.19           0.00                 1.32                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     09/11/1995       bambaroo        1995-96          2.000           1995            313            127          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000          13.56          13.56           8.46           5.10           1.32          0.091          1.000          1.000           0.14            0.14           0.00           0.11           0.03           0.01           0.01           0.01           0.01          0.347           53.5           37.8           16.7            9.7            7.4           13.0            0.0         41.129         14.526          4.279          2.494          1.898          1.670            0.2            0.2            0.1            0.0            0.0            0.0          0.153          0.082          0.016          0.011          0.009          0.004          6.373          6.373          0.000       1190.000         656.81          3.000           1.40           1.68           0.00                 1.32                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     10/11/1995       bambaroo        1995-96          2.000           1995            314            128          alive              0          0.000            0.0          0.000          0.000         -0.000          -0.00           0.00          0.000          0.000          0.000          14.98          14.98           9.35           5.63           1.31          0.101          1.000          1.000           0.15            0.15           0.00           0.12           0.03           0.01          -0.04           0.01           0.01          0.198           53.6           37.3           16.9            9.8            7.4           13.0            0.0         41.265         14.346          4.328          2.519          1.909          1.671            0.2            0.2            0.1            0.0            0.0            0.0          0.158          0.076          0.016          0.011          0.009          0.004          6.567          6.567          0.000       1200.000         655.78          3.000           1.42           1.71          -0.00                 1.32                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     11/11/1995       bambaroo        1995-96          2.000           1995            315            129          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000          16.54          16.54          10.33           6.20           1.31          0.112          1.000          1.000           0.17            0.17           0.00           0.13           0.03           0.01           0.01           0.01           0.01          0.348           53.8           37.0           17.0            9.9            7.5           13.1            0.0         41.392         14.235          4.348          2.536          1.921          1.673            0.2            0.2            0.1            0.0            0.0            0.0          0.155          0.068          0.015          0.011          0.009          0.004          6.762          6.762          0.000       1210.000         654.78          3.000           1.55           1.86           0.00                 1.31                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     12/11/1995       bambaroo        1995-96          2.000           1995            316            130          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000          17.98          17.98          11.24           6.74           1.31          0.123          1.000          1.000           0.18            0.18           0.00           0.15           0.04           0.01           0.01           0.01           0.01          0.346           54.0           36.8           17.0            9.9            7.5           13.1            0.0         41.510         14.167          4.353          2.545          1.933          1.673            0.2            0.2            0.1            0.0            0.0            0.0          0.149          0.065          0.015          0.011          0.009          0.004          6.956          6.956          0.000       1220.000         653.76          3.000           1.44           1.73           0.00                 1.31                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     13/11/1995       bambaroo        1995-96          2.000           1995            317            131          alive              0          0.000            0.0          0.000          4.000          0.000           0.00           0.00          0.000          0.000          0.000          20.11          20.11          12.58           7.53           1.31          0.138          1.000          1.000           0.20            0.20           0.00           0.16           0.04           0.01           0.01           0.01           0.01          0.328           54.1           36.7           17.0            9.9            7.6           13.1            0.0         41.624         14.131          4.349          2.550          1.944          1.674            0.2            0.2            0.1            0.0            0.0            0.0          0.141          0.063          0.015          0.011          0.009          0.004          7.163          7.163          0.000       1230.000         652.88          3.000           2.13           2.55           0.00                 1.31                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     14/11/1995       bambaroo        1995-96          2.000           1995            318            132          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000          21.72          21.72          13.59           8.12           1.31          0.150          1.000          1.000           0.22            0.22           0.00           0.18           0.04           0.01           0.00           0.01           0.01          0.308           54.2           36.7           16.9            9.9            7.6           13.1            0.0         41.722         14.107          4.338          2.550          1.952          1.673            0.2            0.2            0.1            0.0            0.0            0.0          0.133          0.063          0.015          0.011          0.009          0.004          7.344          7.344          0.000       1240.000         651.89          3.000           1.61           1.93           0.00                 1.31                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     15/11/1995       bambaroo        1995-96          2.000           1995            319            133          alive              0          0.000            0.0          0.000          1.500          0.000           0.00           0.00          0.000          0.000          0.000          24.32          24.32          15.23           9.09           1.30          0.169          1.000          1.000           0.24            0.24           0.00           0.20           0.05           0.01           0.00           0.01           0.01          0.306           54.4           36.6           16.9            9.9            7.6           13.0            0.0         41.810         14.084          4.327          2.548          1.959          1.673            0.2            0.2            0.1            0.0            0.0            0.0          0.125          0.063          0.016          0.011          0.009          0.004          7.526          7.526          0.000       1250.000         651.11          3.000           2.60           3.12           0.00                 1.31                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     16/11/1995       bambaroo        1995-96          2.000           1995            320            134          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000          26.87          26.87          16.84          10.03           1.30          0.187          1.000          1.000           0.27            0.27           0.00           0.22           0.05           0.01           0.01           0.01           0.01          0.309           54.5           36.5           16.8            9.9            7.7           13.0            0.0         41.889         14.054          4.319          2.544          1.962          1.672            0.2            0.2            0.1            0.0            0.0            0.0          0.116          0.062          0.016          0.011          0.009          0.004          7.714          7.714          0.000       1260.000         650.32          3.000           2.56           3.07          -0.00                 1.30                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     17/11/1995       bambaroo        1995-96          2.000           1995            321            135          alive              0          0.000            0.0          5.020          4.000          0.000           0.00           0.00          0.000          0.000          0.000          29.30          29.30          18.37          10.93           1.30          0.205          1.000          1.000           0.30            0.30           0.00           0.24           0.06           0.01           0.01           0.01           0.01          0.306           54.5           36.5           16.8            9.9            7.7           13.0            0.0         41.945         14.033          4.316          2.541          1.963          1.672            0.2            0.2            0.1            0.0            0.0            0.0          0.136          0.062          0.016          0.011          0.009          0.004          7.907          7.907          0.000       1270.000         649.50          3.000           2.42           2.91           0.00                 1.30                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     18/11/1995       bambaroo        1995-96          2.000           1995            322            136          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000          32.79          32.79          20.56          12.22           1.30          0.230          1.000          1.000           0.33            0.33           0.00           0.26           0.06           0.01           0.01           0.01           0.01          0.306           54.6           36.4           16.8            9.9            7.7           13.0            0.0         42.012         14.005          4.311          2.538          1.963          1.671            0.2            0.2            0.1            0.0            0.0            0.0          0.142          0.062          0.016          0.011          0.009          0.004          8.111          8.111          0.000       1280.000         648.90          3.000           3.49           4.19          -0.00                 1.30                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     19/11/1995       bambaroo        1995-96          2.000           1995            323            137          alive              0          0.000            0.0          0.000         18.000          0.000           0.00           0.00          0.000          0.000          0.000          35.83          35.83          22.48          13.35           1.30          0.252          1.000          1.000           0.36            0.36           0.00           0.29           0.07           0.01           0.01           0.01           0.01          0.304           47.9           42.1           17.5            9.9            7.7           13.0            0.0         36.863         16.174          4.485          2.549          1.965          1.670            0.2            0.2            0.1            0.0            0.0            0.0          0.151          0.068          0.016          0.011          0.009          0.004          8.324          8.324          0.000       1290.000         648.21          3.000           3.04           3.65           0.00                 1.30                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     20/11/1995       bambaroo        1995-96          2.000           1995            324            138          alive              0          0.000            0.0          0.000         12.000          0.000           0.00           0.00          0.000          0.000          0.000          38.13          38.13          23.93          14.20           1.30          0.269          1.000          1.000           0.39            0.39           0.00           0.32           0.08           0.01           0.01           0.01           0.01          0.305           41.7           45.4           19.6           10.1            7.7           13.0            0.0         32.054         17.473          5.015          2.598          1.975          1.669            0.2            0.2            0.1            0.0            0.0            0.0          0.156          0.078          0.016          0.011          0.009          0.004          8.536          8.536          0.000       1300.000         647.38          3.000           2.30           2.76          -0.00                 1.30                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     21/11/1995       bambaroo        1995-96          2.000           1995            325            139          alive              0          0.000            0.0          0.000          2.500          0.000           0.00           0.00          0.000          0.000          0.000          40.87          40.87          25.66          15.22           1.29          0.289          1.000          1.000           0.43            0.43           0.00           0.35           0.08           0.01           0.01           0.01           0.01          0.307           41.2           44.7           20.1           10.3            7.8           13.0            0.0         31.679         17.183          5.161          2.641          1.992          1.669            0.2            0.2            0.1            0.0            0.0            0.0          0.159          0.082          0.016          0.010          0.009          0.004          8.737          8.737          0.000       1310.000         646.63          3.000           2.74           3.29          -0.00                 1.30                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     22/11/1995       bambaroo        1995-96          2.000           1995            326            140          alive              0          0.000            0.0          0.000          9.500          0.000           0.00           0.00          0.000          0.000          0.000          45.75          45.75          28.73          17.02           1.29          0.324          1.000          1.000           0.47            0.47           0.00           0.38           0.09           0.01           0.01           0.01           0.01          0.305           37.5           46.3           21.2           10.5            7.9           13.0            0.0         28.853         17.814          5.437          2.692          2.015          1.669            0.2            0.2            0.1            0.0            0.0            0.0          0.160          0.090          0.017          0.010          0.009          0.004          8.938          8.938          0.000       1320.000         646.31          3.000           4.88           5.85           0.00                 1.29                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     23/11/1995       bambaroo        1995-96          2.000           1995            327            141          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000          51.21          51.21          32.17          19.05           1.29          0.363          1.000          1.000           0.52            0.52           0.00           0.42           0.10           0.01           0.01           0.01           0.01          0.307           37.6           45.0           21.5           10.6            7.9           13.0            0.0         28.951         17.303          5.525          2.727          2.031          1.671            0.2            0.2            0.1            0.0            0.0            0.0          0.158          0.089          0.017          0.010          0.009          0.004          9.127          9.127          0.000       1330.000         646.11          3.000           5.46           6.55          -0.00                 1.29                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     24/11/1995       bambaroo        1995-96          2.000           1995            328            142          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000          57.18          57.18          35.92          21.26           1.29          0.407          1.000          1.000           0.58            0.58           0.00           0.47           0.11           0.01           0.02           0.01           0.01          0.310           37.8           44.1           21.6           10.7            8.0           13.1            0.0         29.044         16.967          5.548          2.746          2.042          1.674            0.2            0.2            0.1            0.0            0.0            0.0          0.155          0.082          0.017          0.010          0.009          0.004          9.306          9.306          0.000       1340.000         646.01          3.000           5.97           7.16          -0.00                 1.29                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     25/11/1995       bambaroo        1995-96          2.000           1995            329            143          alive              0          0.000            0.0          0.000          0.000         -0.000          -0.00           0.00          0.000          0.000          0.000          62.82          62.82          39.48          23.35           1.29          0.447          1.000          1.000           0.64            0.64           0.00           0.52           0.12           0.01          -0.10           0.01           0.01          0.251           37.9           43.6           21.6           10.7            8.0           13.1            0.0         29.147         16.768          5.539          2.753          2.048          1.675            0.2            0.2            0.1            0.0            0.0            0.0          0.150          0.072          0.016          0.010          0.008          0.004          9.503          9.503          0.000       1350.000         645.85          3.000           5.64           6.77          -0.00                 1.29                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     26/11/1995       bambaroo        1995-96          2.000           1995            330            144          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000          69.41          69.41          43.62          25.79           1.29          0.495          1.000          1.000           0.71            0.71           0.00           0.57           0.13           0.01           0.02           0.01           0.01          0.311           38.0           43.2           21.5           10.7            8.0           13.1            0.0         29.234         16.625          5.510          2.749          2.048          1.676            0.2            0.2            0.1            0.0            0.0            0.0          0.142          0.064          0.015          0.010          0.008          0.004          9.695          9.695          0.000       1360.000         645.88          3.000           6.59           7.90           0.00                 1.29                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     27/11/1995       bambaroo        1995-96          2.000           1995            331            145          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000          75.83          75.83          47.67          28.17           1.29          0.542          1.000          1.000           0.77            0.77           0.00           0.63           0.15           0.01           0.01           0.01           0.01          0.304           38.1           43.0           21.3           10.7            8.0           13.1            0.0         29.311         16.522          5.470          2.737          2.044          1.675            0.2            0.2            0.1            0.0            0.0            0.0          0.133          0.060          0.015          0.010          0.008          0.004          9.875          9.875          0.000       1370.000         645.87          3.000           6.42           7.71           0.00                 1.29                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     28/11/1995       bambaroo        1995-96          2.000           1995            332            146          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000          82.59          82.59          51.92          30.67           1.29          0.591          1.000          1.000           0.85            0.85           0.00           0.69           0.16           0.01           0.01           0.01           0.01          0.303           38.2           42.7           21.2           10.6            7.9           13.0            0.0         29.371         16.416          5.432          2.721          2.036          1.673            0.2            0.2            0.1            0.0            0.0            0.0          0.126          0.059          0.015          0.010          0.008          0.004         10.058         10.058          0.000       1380.000         645.93          3.000           6.76           8.12           0.00                 1.29                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     29/11/1995       bambaroo        1995-96          2.000           1995            333            147          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000          91.21          91.21          57.35          33.86           1.29          0.653          1.000          1.000           0.93            0.93           0.00           0.75           0.18           0.01           0.01           0.01           0.01          0.302           38.2           42.4           21.0           10.5            7.9           13.0            0.0         29.412         16.293          5.397          2.702          2.024          1.669            0.2            0.2            0.1            0.0            0.0            0.0          0.119          0.059          0.015          0.010          0.009          0.004         10.245         10.245          0.000       1390.000         646.36          3.000           8.61          10.33           0.00                 1.29                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     30/11/1995       bambaroo        1995-96          2.000           1995            334            148          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000          99.16          99.16          62.35          36.80           1.29          0.711          1.000          1.000           1.02            1.02           0.00           0.82           0.19           0.01           0.04           0.01           0.01          0.315           38.3           42.0           20.9           10.5            7.8           13.0            0.0         29.446         16.162          5.357          2.685          2.012          1.662            0.1            0.2            0.1            0.0            0.0            0.0          0.111          0.059          0.015          0.010          0.009          0.004         10.440         10.440          0.000       1400.000         646.66          3.000           7.95           9.54          -0.00                 1.29                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     01/12/1995       bambaroo        1995-96          2.000           1995            335            149          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000         110.15         110.15          69.27          40.87           1.29          0.790          1.000          1.000           1.12            1.12           0.00           0.91           0.21           0.01           0.01           0.01           0.01          0.303           38.3           41.6           20.7           10.4            7.8           12.9            0.0         29.463         16.011          5.311          2.665          1.997          1.654            0.1            0.2            0.1            0.0            0.0            0.0          0.103          0.059          0.015          0.010          0.009          0.004         10.637         10.637          0.000       1410.000         647.56          3.000          10.99          13.19           0.00                 1.29                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     02/12/1995       bambaroo        1995-96          2.000           1995            336            150          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000         119.81         119.81          75.36          44.45           1.30          0.860          1.000          1.000           1.23            1.23           0.00           1.00           0.24           0.01           0.01           0.01           0.01          0.302           38.3           41.2           20.5           10.3            7.7           12.8            0.0         29.471         15.842          5.257          2.642          1.980          1.645            0.1            0.2            0.1            0.0            0.0            0.0          0.093          0.058          0.015          0.010          0.009          0.004         10.834         10.834          0.000       1420.000         648.20          3.000           9.66          11.60           0.00                 1.29                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     03/12/1995       bambaroo        1995-96          2.000           1995            337            151          alive              0          0.000            0.0          0.000          6.000          0.000           0.00           0.00          0.000          0.000          0.000         127.94         127.94          80.48          47.47           1.30          0.919          1.000          1.000           1.34            1.34           0.00           1.09           0.26           0.01           0.01           0.01           0.01          0.304           38.3           40.8           20.3           10.2            7.7           12.8            0.0         29.432         15.704          5.212          2.622          1.965          1.636            0.1            0.2            0.1            0.0            0.0            0.0          0.112          0.058          0.015          0.010          0.009          0.004         11.031         11.031          0.000       1430.000         648.53          3.000           8.13           9.76          -0.00                 1.30                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     04/12/1995       bambaroo        1995-96          2.000           1995            338            152          alive              0          0.000            0.0          0.000          3.000          0.000           0.00           0.00          0.000          0.000          0.000         131.71         131.71          82.85          48.86           1.30          0.946          1.000          1.000           1.43            1.43           0.00           1.15           0.27           0.01           0.01           0.01           0.01          0.304           38.2           40.6           20.2           10.2            7.6           12.7            0.0         29.417         15.614          5.183          2.609          1.955          1.627            0.2            0.2            0.1            0.0            0.0            0.0          0.129          0.058          0.015          0.011          0.009          0.004         11.215         11.215          0.000       1440.000         647.99          3.000           3.77           4.52           0.00                 1.30                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     05/12/1995       bambaroo        1995-96          2.000           1995            339            153          alive              0          0.000            0.0          0.000          8.000          0.000           0.00           0.00          0.000          0.000          0.000         140.95         140.95          88.67          52.28           1.30          1.013          1.000          1.000           1.52            1.52           0.00           1.23           0.29           0.01           0.01           0.01           0.01          0.304           37.7           40.7           20.1           10.1            7.6           12.7            0.0         29.016         15.670          5.151          2.596          1.945          1.623            0.2            0.2            0.1            0.0            0.0            0.0          0.138          0.058          0.015          0.011          0.009          0.004         11.411         11.411          0.000       1450.000         648.54          3.000           9.24          11.09          -0.00                 1.30                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     06/12/1995       bambaroo        1995-96          2.000           1995            340            154          alive              0          0.000            0.0          0.000          0.000          0.000           0.00           0.00          0.000          0.000          0.000         150.73         150.73          94.82          55.90           1.30          1.084          1.000          1.000           1.62            1.62           0.00           1.31           0.31           0.01           0.01           0.01           0.01          0.303           37.6           40.5           20.0           10.1            7.5           12.6            0.0         28.941         15.566          5.116          2.581          1.935          1.617            0.2            0.2            0.1            0.0            0.0            0.0          0.144          0.058          0.015          0.011          0.009          0.004         11.612         11.612          0.000       1460.000         649.20          3.000           9.78          11.73           0.00                 1.30                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     07/12/1995       bambaroo        1995-96          2.000           1995            341            155          alive              0          0.000            0.0          0.000          0.000         -0.000          -0.00           0.00          0.000          0.000          0.000         164.70         164.70         103.62          61.08           1.30          1.185          1.000          1.000           1.73            1.73           0.00           1.40           0.33           0.01          -0.01           0.01           0.01          0.296           37.5           40.0           19.7           10.0            7.5           12.5            0.0         28.814         15.391          5.058          2.556          1.916          1.607            0.2            0.2            0.1            0.0            0.0            0.0          0.147          0.058          0.015          0.011          0.009          0.004         11.810         11.810          0.000       1470.000         650.69          3.000          13.98          16.77          -0.00                 1.30                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     08/12/1995       bambaroo        1995-96          2.000           1995            342            156          alive              0          0.000            0.0          0.000          0.000         -0.000          -0.00           0.00          0.000          0.000          0.000         180.50         180.50         113.57          66.93           1.30          1.300          1.000          1.000           1.88            1.88           0.00           1.52           0.36           0.01          -0.00           0.01           0.01          0.299           37.3           39.4           19.4            9.8            7.4           12.4            0.0         28.661         15.170          4.984          2.523          1.891          1.592            0.2            0.2            0.1            0.0            0.0            0.0          0.149          0.058          0.015          0.011          0.009          0.004         12.005         12.005          0.000       1480.000         652.55          3.000          15.79          18.95          -0.00                 1.30                 0.00                0.00
 "9b Bambaroo 1995_96 Q124 P Supplementary Irrigated"        paddock     09/12/1995       bambaroo        1995-96          2.000           1995            343            157          alive              0          0.000            0.0          0.000          0.000         -0.000          -0.00           0.00          0.000          0.000          0.000         198.81         198.81         125.10          73.71           1.31          1.421          1.000          1.000           2.05            2.05           0.00           1.66           0.39           0.01          -0.00           0.01           0.01          0.299           37.0           38.7           19.1            9.7            7.3           12.3            0.0         28.477         14.900          4.894          2.481          1.860          1.572            0.2            0.1            0.1            0.0            0.0            0.0          0.142          0.057          0.015          0.010          0.009          0.004         12.195         12.195          0.000       1490.000         654.91          3.000          18.31          21.97          -0.00                 1.30                 0.00                0.00
